Café / Coffee shop (and others) 
Kaiseki (Traditional Japanese), 
accommodation	Auberge
accommodation	City Hotel
accommodation	Hotel
accommodation	Japanese and Western
accommodation	Luxury Hotel
accommodation	Luxury Japanese Inn (Ryokan)
accommodation	Luxury Ryokan
accommodation	Luxury Ryokan Hotel
accommodation	Luxury Traditional Japanese Inn (Ryokan)
accommodation	Luxury hotel
accommodation	Luxury traditional ryokan
accommodation	Machiya
accommodation	Modern Hotel
accommodation	Modern luxury ryokan
accommodation	Modern ryokan
accommodation	Neoclassical luxury hotel
accommodation	Onsen Resort
accommodation	Onsen Ryokan
accommodation	Ryokan
accommodation	Traditional hotspring inn
accommodation	Traditional inn
accommodation	Traditional ryokan
accommodation	Traditional villa
accommodation	Western
accommodation	Western City Hotel
activity	Amusement park
activity	Artisanal experience
activity	Arts
activity	Beach
activity	Brewery
activity	Bridge
activity	Castle
activity	Castle ruins town
activity	Castles
activity	Cave
activity	Craftsmanship
activity	Cultural Site
activity	Department store
activity	Event
activity	Factory visit
activity	Factory visit, artisanal experience
activity	Farm
activity	Farming
activity	Fishing
activity	Food Market
activity	Food sample, Craft
activity	Fruit farm
activity	Fruits
activity	Geisha house
activity	Geishas
activity	Gorge
activity	Heritage Site
activity	Historical Site
activity	Historical landscape
activity	Lake
activity	Market
activity	Marketplace
activity	Milk factory
activity	Mountain
activity	Museum
activity	Natural
activity	Nature
activity	Nature Activity
activity	Old streetscape
activity	Onsen
activity	Performance
activity	Premium Outlet
activity	Private residence
activity	Public park
activity	Railway
activity	Research center
activity	Rice terraces
activity	Scenery
activity	School
activity	Shopping
activity	Shrine
activity	Soy Sauce Artisanal food
activity	Sports
activity	Tea farm
activity	Temple
activity	Themed Cafe
activity	Traditional streetscape
activity	Traditional village
activity	Train station
activity	Volcano
activity	Walk
activity	Walking trail
activity	Water Fall
activity	Waterfall
activity	Zen Cuisine
restaurant	Anago
restaurant	Artisanal experience
restaurant	Cafe, Boneless deep-fried chicken
restaurant	Cantonese Cuisine
restaurant	Chinese
restaurant	Creative cuisine
restaurant	Farmer's Market
restaurant	French
restaurant	French Bistro, Wine Bar
restaurant	Home-style Cuisine
restaurant	Hot Pot
restaurant	Hotel Breakfast
restaurant	Hotel Restaurant
restaurant	Innovative Fusion, French cuisine
restaurant	Italian
restaurant	Italian Cuisine
restaurant	Italian, Japanese
restaurant	Japanese
restaurant	Japanese Buffet
restaurant	Japanese Cuisine
restaurant	Japanese Steamboat
restaurant	Japanese Tempura
restaurant	Japanese fusion
restaurant	Japanese sweets
restaurant	Japanese, Soba
restaurant	Japanese-French Cuisine
restaurant	Kaiseiki
restaurant	Kaiseki (Traditional Japanese)
restaurant	Kaiseki (Traditional Japanese), Kyoto Cuisine
restaurant	Kaiseki, Kappo
restaurant	Kappo (Traditional Japanese)
restaurant	Kappo (Traditional Japanese), Seafood
restaurant	Omelette rice
restaurant	Organic vegan
restaurant	Other
restaurant	Ramen
restaurant	Road-side
restaurant	Ryokan restaurant
restaurant	Seafood
restaurant	Seafood restaurant
restaurant	Seafood, Sushi
restaurant	Shabu Shabu
restaurant	Shojin Cuisine (Buddhist Cuisine), 
restaurant	Steak, Teppanyaki
restaurant	Sukiyaki, Hamburger Steak, Beef dishes
restaurant	Sukiyaki, Shabu Shabu, Steak
restaurant	Sushi
restaurant	Sushi, Seafood rice bowl
restaurant	Tempura
restaurant	Teppanyaki, Steak
restaurant	Teppanyaki, Sukiyaki, Kaiseki
restaurant	Tonkatsu (Pork cutlet), Katsu-don (Pork Cutlet Bowl), Bento (Lunch box)
restaurant	Traditional Japanese cuisine
restaurant	Traditional teahouse
restaurant	Unagi
restaurant	Wagyu steakhouse
restaurant	Wagyu, Kushiyaki
restaurant	Western
restaurant	Western breakfast
restaurant	Yakiniku
restaurant	Yakiniku (BBQ Beef), Bento (Lunch box)
room-alerts	Bedroom and toilet / bathroom on separate floor
room-alerts	No en-suite bathroom
room-alerts	No en-suite toilet
room-alerts	Outdoor shower area
room-alerts	Some units have stairs leading to the cottages
room-amenities	Air Conditioning & Heating
room-amenities	Air humidifier
room-amenities	Air purifier
room-amenities	Air-conditioner / heater
room-amenities	Balcony
room-amenities	Balcony with terrace
room-amenities	Bath
room-amenities	Bath and toilet are separated
room-amenities	Bath with washroom
room-amenities	Bathroom amenities (shampoos, cotton buds, body wash towel, toothbrush kit etc.)
room-amenities	Bathroom with a view
room-amenities	Bedside power outlet available
room-amenities	Bidet
room-amenities	Carpeted
room-amenities	Cleaning toilet
room-amenities	Club Floor
room-amenities	Complimentary phone charger rental
room-amenities	Corner room
room-amenities	DVD player
room-amenities	Desk
room-amenities	Electric kettle
room-amenities	Flat-screen TV
room-amenities	Flat-screen TV (with satellite channels)
room-amenities	Free Internet Available (Wi-Fi)
room-amenities	Free Internet available (wi-fi)
room-amenities	Free Internet available (wired)
room-amenities	Free WiFi
room-amenities	Free Wifi
room-amenities	Free gym access
room-amenities	Free pool access
room-amenities	Hair-dryer
room-amenities	Hairdryer
room-amenities	High floor
room-amenities	Hinoki Bath
room-amenities	Hotspring with open air bath
room-amenities	Humidifier
room-amenities	Jacuzzi
room-amenities	Japanese tea set
room-amenities	Japanese toilet with washlet
room-amenities	Linen
room-amenities	Mobile phone charger rental available
room-amenities	Night View
room-amenities	Night gown
room-amenities	Non-smoking
room-amenities	Ocean View
room-amenities	Ocean-view
room-amenities	Outdoor hot spring bath
room-amenities	POLA skincare cosmetics
room-amenities	Phone charger rental
room-amenities	Power outlet by the bedside
room-amenities	Private bathroom with hot spring water bathtub and separate shower
room-amenities	Private lounge available
room-amenities	Refrigerator
room-amenities	River-view
room-amenities	Safe
room-amenities	Safety Deposit Box
room-amenities	Seating Area
room-amenities	Separate bathroom and toilet
room-amenities	Separate bathroom and toilet area
room-amenities	Separate bathroom and toilet areas
room-amenities	Shaving foam
room-amenities	Shower
room-amenities	Shower bath
room-amenities	Slippers
room-amenities	Special Room · VIP Room
room-amenities	Suite
room-amenities	Telephone
room-amenities	Therma Room
room-amenities	Therma room
room-amenities	Toilet
room-amenities	Toilet with washlet
room-amenities	Toilet with washlet function
room-amenities	Towels
room-amenities	View from the bath
room-amenities	Washing machine
room-amenities	Washlet
room-amenities	Washlet toilet separate from bathroom
room-amenities	Wifi
room-amenities	With air purifier
room-amenities	With humidifier
room-amenities	With open-air bath
room-amenities	With shower cubicle
